Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Scope_Complexity_Numeric,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk
P1511,Smart Solar Grid,Power Plant,High,5158634,58,57,25,3.76,0.67,396,Feasible,3,,,687.6,430423.79,46,46.8,524527.29,60,59.2,785305.99,68,39.4,2679974.18,153,71.39,738402.77,69,68.2
P1512,Industrial Complex,Power Plant,High,1134055,55,30,90,7.58,0.77,376,Feasible,3,,,141.63,78686.63,49,25.66,126672.07,75,34.27,187223.96,77,19.52,566389.18,129,37.15,175083.16,46,33.4
P1513,Industrial Complex,Water Infra,Low,1676022,94,89,45,5.3,0.57,251,Feasible,1,,,803.55,221738.26,39,100.0,274028.06,60,100.0,739203.63,76,56.76,320134.03,41,69.15,120918.02,35,92.41
P1514,Smart Solar Grid,Building,Low,1809942,84,85,27,7.04,0.77,599,Not Feasible,1,,,659.17,98690.66,54,71.66,269486.77,67,100.0,451309.17,119,52.71,606846.19,186,100.0,383609.21,173,53.53
P1515,Smart Solar Grid,Building,Medium,4879275,88,64,92,2.6,0.57,177,Feasible,2,,,2107.48,283114.63,11,64.09,833993.84,22,100.0,1166569.54,42,42.45,1658933.43,50,66.34,936663.55,52,32.12
P1516,Urban Flyover,Power Plant,Low,1696358,71,59,23,9.42,0.78,376,Feasible,1,,,200.49,123011.4,51,43.83,219300.59,60,62.22,277637.86,65,41.24,859603.93,160,77.41,216804.23,40,70.29
P1517,Smart Solar Grid,Building,Medium,4595790,90,83,40,5.3,0.82,260,Feasible,2,,,1598.4,176322.37,14,68.23,541856.63,27,100.0,1176459.35,65,67.16,1584334.97,67,93.6,1116816.69,87,40.05
P1518,Industrial Complex,Water Infra,Medium,6336951,54,65,50,8.31,0.7,293,Feasible,2,,,2548.07,785862.07,48,73.67,1370576.54,61,89.12,2688782.29,85,40.69,1118126.71,55,54.74,373603.39,43,66.78
P1519,Smart Solar Grid,Water Infra,Medium,2841648,91,84,40,3.65,0.75,294,Not Feasible,2,,,1263.0,351867.82,50,100.0,487124.05,68,100.0,1231289.48,83,58.58,579318.72,55,66.73,192047.92,39,78.54
P1520,Smart Solar Grid,Water Infra,Medium,6549571,72,87,44,1.0,0.94,328,Not Feasible,2,,,2697.17,723721.96,55,100.0,1057028.77,70,100.0,2609472.63,103,50.77,1631000.4,54,74.26,528347.24,47,81.64
P1521,Highway Expansion,Building,Medium,2688472,66,94,34,6.74,0.55,323,Not Feasible,2,,,1197.59,162300.39,19,84.88,301029.79,42,100.0,831907.18,62,62.97,769755.33,106,100.0,623479.31,95,59.32
P1522,Smart Solar Grid,Building,Medium,4828433,61,98,54,0.08,0.9,126,Feasible,2,,,2261.03,166693.85,11,78.08,766951.1,20,100.0,1415053.86,24,66.41,1633934.18,34,100.0,845800.02,37,60.88
P1523,Urban Flyover,Water Infra,Low,3735264,72,80,68,4.75,0.59,170,Feasible,1,,,1582.63,484184.04,30,90.49,600726.4,38,100.0,1530709.83,56,53.27,840780.98,28,65.06,278862.76,19,79.5
P1524,Smart Solar Grid,Road,Low,6206031,65,51,62,1.93,0.52,378,Borderline,1,,,10445.38,1592832.97,138,82.98,1122644.38,71,70.29,1565880.86,91,47.39,632194.86,40,25.66,1292477.94,38,28.68
P1525,Dam Reinforcement,Bridge,Low,5448748,52,82,60,6.27,0.59,297,Feasible,1,,,1071.83,432484.57,25,55.57,958303.62,66,100.0,2407884.12,129,100.0,706284.59,35,59.11,943791.11,42,31.14
P1526,Dam Reinforcement,Power Plant,High,3700713,79,65,56,9.79,0.88,529,Feasible,3,,,421.77,315435.52,60,55.35,401101.26,92,69.02,637602.44,80,42.14,1891643.46,216,81.07,454930.32,81,77.43
P1527,Highway Expansion,Road,High,3308989,71,97,76,4.64,0.7,150,Borderline,3,,,5571.34,776416.65,53,100.0,517946.39,24,100.0,926278.54,35,85.38,358767.69,17,61.01,729579.74,21,41.08
P1528,Highway Expansion,Bridge,Medium,5137270,58,65,61,8.17,0.94,475,Borderline,2,,,868.15,316360.78,30,42.93,1402784.38,117,100.0,2081214.82,178,97.45,639483.56,71,45.48,697426.45,78,28.59
P1529,Dam Reinforcement,Building,High,5317922,78,81,66,5.08,0.76,437,Feasible,3,,,2433.25,258695.93,35,80.42,858301.16,53,100.0,1465211.36,97,56.82,1327223.07,115,84.03,1408490.48,137,45.77
P1530,Highway Expansion,Power Plant,Low,5115625,96,82,80,4.96,0.51,273,Feasible,1,,,687.62,475389.74,40,64.58,564358.9,52,86.97,891716.67,51,56.72,2434987.2,95,100.0,749172.49,35,96.05
P1531,Highway Expansion,Road,Medium,1459297,86,79,33,9.3,0.86,570,Not Feasible,2,,,3851.57,408203.99,208,100.0,215092.32,100,97.15,379216.84,120,62.65,168618.32,62,41.64,288165.53,79,47.79
P1532,Industrial Complex,Power Plant,Medium,2020154,72,70,87,8.9,0.56,483,Borderline,2,,,230.88,152416.35,62,52.18,256063.15,70,79.11,349799.92,71,46.87,1029491.76,201,96.8,232382.83,79,75.04
P1533,Industrial Complex,Building,Low,5945169,62,47,72,7.86,0.89,174,Not Feasible,1,,,2434.91,403598.98,9,46.08,869652.98,24,79.44,1775817.07,38,28.64,1678725.01,48,49.9,1217374.96,56,30.94
P1534,Smart Solar Grid,Bridge,Medium,5077151,81,51,53,2.96,0.58,275,Feasible,2,,,833.01,372545.78,20,37.35,1291951.81,87,84.66,2209511.09,99,79.99,533667.28,39,37.61,669475.04,31,15.38
P1535,Dam Reinforcement,Bridge,High,5734963,95,95,95,5.45,0.67,163,Feasible,3,,,935.57,407468.6,17,77.05,1066792.95,41,100.0,2830973.75,62,100.0,650184.71,24,66.61,779542.99,19,34.1
P1536,Urban Flyover,Bridge,Medium,3803696,96,50,43,2.24,0.88,200,Borderline,2,,,760.02,266766.34,17,36.33,749376.76,54,83.32,1595845.01,70,76.07,588776.12,28,32.95,602931.76,30,21.34
P1537,Dam Reinforcement,Road,Medium,3093373,97,73,39,4.44,0.98,285,Borderline,2,,,7248.48,790543.46,101,100.0,531283.27,52,100.0,789112.88,70,67.26,355433.01,29,36.22,627000.39,33,38.1
P1538,Dam Reinforcement,Bridge,Low,6841140,72,76,88,4.84,0.69,149,Borderline,1,,,1500.38,473536.34,13,54.34,1353194.5,36,100.0,2978640.91,61,100.0,1105401.42,20,47.84,930366.83,20,22.74
P1539,Industrial Complex,Road,High,6436139,94,68,49,8.32,0.91,441,Feasible,3,,,10857.5,1633587.12,161,100.0,972414.03,81,78.9,1657133.82,92,58.83,837982.95,47,39.95,1335021.09,60,41.72
P1540,Industrial Complex,Road,High,3372280,66,58,26,8.96,0.6,255,Not Feasible,3,,,4882.01,699009.88,84,100.0,558182.0,45,70.64,1009083.62,55,53.96,357937.5,35,30.13,748067.0,36,35.03
P1541,Highway Expansion,Water Infra,Medium,3916623,89,83,55,4.15,0.9,133,Feasible,2,,,1724.57,491277.48,24,98.46,729169.66,30,100.0,1698586.09,40,50.1,664458.08,23,71.44,333131.68,15,84.86
P1542,Urban Flyover,Road,High,3706871,70,46,57,0.18,0.83,476,Feasible,3,,,7234.36,834670.73,180,80.56,573631.02,79,60.25,942088.26,108,42.27,507316.33,57,27.62,849164.66,52,19.3
P1543,Industrial Complex,Power Plant,High,1870123,51,89,99,8.62,0.6,225,Borderline,3,,,223.74,121388.54,33,74.46,240688.4,41,95.12,283281.91,42,62.89,969426.55,80,100.0,255337.6,29,97.66
P1544,Highway Expansion,Bridge,High,3986249,86,60,71,1.74,0.65,478,Not Feasible,3,,,738.76,250043.18,36,42.33,755159.23,137,99.7,1832969.52,179,94.74,509831.09,74,43.23,638245.99,51,20.0
P1545,Urban Flyover,Road,High,2859582,55,78,34,6.22,0.57,437,Feasible,3,,,6946.64,663981.92,152,100.0,530774.08,71,97.0,726461.27,100,65.63,368592.88,50,43.41,569771.84,64,35.41
P1546,Industrial Complex,Building,High,5444499,93,31,65,0.25,0.69,194,Feasible,3,,,1727.57,222690.89,17,29.69,936673.94,28,51.31,1288610.71,41,19.57,1776297.61,58,38.82,1220225.84,50,15.61
P1547,Dam Reinforcement,Road,Medium,6386628,67,77,42,4.0,0.6,566,Borderline,2,,,9514.77,1505165.84,199,100.0,910943.58,95,100.0,1717558.21,125,69.67,848449.43,65,39.33,1404510.94,82,41.29
P1548,Dam Reinforcement,Road,Medium,3129885,79,43,31,9.86,0.82,198,Feasible,2,,,4471.6,765337.48,70,70.45,575152.72,37,59.31,815315.2,45,38.47,309987.64,21,24.77,664091.96,25,22.0
P1549,Urban Flyover,Water Infra,High,6983920,71,88,63,1.01,1.0,313,Not Feasible,3,,,3532.58,878639.85,50,100.0,1272923.3,68,100.0,3153042.77,93,63.26,1181571.41,66,70.55,497742.67,36,85.9
P1550,Urban Flyover,Power Plant,Low,5720642,82,87,34,4.24,0.51,482,Not Feasible,1,,,800.8,353344.09,65,68.81,681003.26,98,92.87,916016.22,89,57.74,3109261.62,170,100.0,661016.81,59,100.0
P1551,Industrial Complex,Building,High,3207148,79,87,68,3.07,0.77,215,Feasible,3,,,1146.89,201542.72,23,72.38,454113.51,33,100.0,764966.29,39,62.89,989949.66,57,100.0,796575.82,63,37.78
P1552,Industrial Complex,Water Infra,Low,5752525,66,80,40,9.05,0.79,159,Not Feasible,1,,,2634.42,654094.16,30,97.62,1244096.35,37,100.0,2256974.66,43,42.58,970084.36,30,72.41,627275.47,20,79.19
P1553,Urban Flyover,Power Plant,Medium,1549239,92,31,34,8.69,0.96,375,Borderline,2,,,229.02,127033.92,56,25.1,164472.06,70,34.68,292379.6,64,20.28,786803.54,122,38.41,178549.87,64,36.53
P1554,Urban Flyover,Road,Medium,1556701,81,70,33,2.38,0.75,516,Feasible,2,,,2395.61,401425.98,190,100.0,256173.92,94,93.59,416895.91,105,60.57,155803.71,55,41.66,326401.48,72,34.05
P1555,Highway Expansion,Building,Medium,6408753,91,45,61,0.81,0.77,226,Feasible,2,,,2040.96,412941.96,15,39.59,698857.8,29,76.55,1626235.64,51,35.07,2170666.08,55,53.43,1500051.52,75,20.37
P1556,Highway Expansion,Power Plant,High,6953859,63,33,99,6.27,0.74,136,Feasible,3,,,1032.46,560311.66,18,26.24,850943.79,21,36.4,1119916.6,27,20.04,3587022.49,46,46.32,835664.47,24,36.0
P1557,Highway Expansion,Water Infra,Medium,4047569,59,41,34,3.36,0.63,134,Feasible,2,,,1582.32,546730.81,24,49.32,658409.65,28,56.93,1718364.29,42,29.24,772604.34,24,31.7,351459.92,16,37.8
P1558,Dam Reinforcement,Road,High,6093309,96,58,82,6.72,0.53,536,Feasible,3,,,8719.63,1452824.89,210,100.0,889218.67,89,76.41,1553678.22,121,46.77,820798.86,62,33.32,1376788.36,53,32.59
P1559,Dam Reinforcement,Road,High,6230884,85,36,87,0.32,0.7,391,Not Feasible,3,,,13765.87,1471877.45,143,63.01,1088394.7,59,48.48,1740381.36,89,30.72,664934.28,53,18.12,1265296.2,48,19.67
P1560,Highway Expansion,Bridge,Medium,5628120,83,43,46,1.33,0.53,132,Feasible,2,,,908.16,365056.8,12,33.0,1195153.02,33,72.93,2641501.16,54,66.0,716609.28,17,29.0,709799.75,17,14.07
P1561,Highway Expansion,Water Infra,Medium,2270464,58,41,72,6.86,0.78,366,Feasible,2,,,1223.64,357876.17,72,45.97,417171.88,85,54.04,874711.1,101,28.75,458698.32,67,37.32,162006.52,41,38.92
P1562,Urban Flyover,Building,Medium,1785332,91,34,71,2.12,0.65,333,Not Feasible,2,,,606.96,105093.63,29,32.62,262839.27,43,56.55,483561.69,81,28.12,577576.26,96,34.67,356261.15,84,18.04
P1563,Dam Reinforcement,Road,Low,6988333,77,61,82,8.58,0.77,270,Not Feasible,1,,,14326.27,1747827.22,87,100.0,1243059.09,53,76.65,1765155.29,58,53.15,924815.17,37,39.79,1307476.24,35,34.57
P1564,Highway Expansion,Bridge,Low,1767950,60,72,92,0.59,0.57,411,Not Feasible,1,,,323.3,148795.57,33,51.57,345154.48,94,100.0,806348.8,173,100.0,217088.39,47,45.0,250562.76,63,25.91
P1565,Smart Solar Grid,Power Plant,High,1166472,63,98,72,2.15,0.97,162,Feasible,3,,,159.16,90626.4,22,78.29,120161.22,30,100.0,204714.48,32,57.97,640002.8,58,100.0,110967.1,20,100.0
P1566,Industrial Complex,Road,Low,1397710,88,74,76,9.99,0.95,553,Feasible,1,,,2294.18,311042.66,191,100.0,257763.05,95,93.63,357868.2,126,57.61,181555.61,79,47.31,289480.49,63,42.42
P1567,Highway Expansion,Power Plant,Low,5317048,96,38,71,4.33,0.59,233,Feasible,1,,,644.74,411817.55,33,33.33,718404.76,42,40.79,877784.67,37,24.41,2648663.45,82,50.57,660377.57,39,40.91
P1568,Dam Reinforcement,Road,Medium,6972931,68,78,62,7.03,0.67,449,Not Feasible,2,,,16515.8,1975146.94,168,100.0,991865.52,74,99.82,1808897.54,106,74.13,825100.0,47,45.49,1371921.0,55,34.9
P1569,Highway Expansion,Power Plant,Medium,6744826,64,62,26,1.83,0.81,200,Not Feasible,2,,,910.66,478559.97,26,51.03,843198.93,43,67.14,1379583.12,34,42.05,3281026.17,71,81.7,762457.81,26,68.08
P1570,Smart Solar Grid,Water Infra,High,4188729,77,47,61,6.1,0.55,469,Feasible,3,,,1950.13,593358.55,77,55.81,799686.03,94,63.37,1712561.74,154,28.21,836495.02,90,36.5,246627.65,55,51.11
P1571,Urban Flyover,Power Plant,High,5785956,73,38,23,7.26,0.68,260,Feasible,3,,,825.92,405313.26,33,26.93,800330.19,55,41.73,992902.69,53,26.72,2861493.78,87,50.27,725916.07,32,44.35
P1572,Dam Reinforcement,Power Plant,Low,6105724,57,91,88,3.14,0.63,149,Borderline,1,,,705.95,481437.25,15,74.49,674646.98,28,100.0,1009933.71,27,56.13,3163381.13,58,100.0,776324.93,21,97.57
P1573,Urban Flyover,Road,High,6025764,92,86,24,8.29,0.96,560,Feasible,3,,,10896.09,1372409.0,203,100.0,1031962.31,99,100.0,1593148.19,123,75.24,806563.88,66,44.21,1221680.61,70,56.42
P1574,Industrial Complex,Road,Medium,3850171,58,58,94,6.03,0.93,149,Not Feasible,2,,,8892.93,1035508.86,48,99.12,586932.78,27,71.68,951638.1,39,56.58,428320.99,19,38.01,847770.27,16,24.61
P1575,Urban Flyover,Power Plant,Medium,1910775,96,54,99,3.89,0.79,574,Feasible,2,,,238.24,96477.33,66,45.86,217387.56,93,56.94,300093.89,108,39.05,1070131.41,223,69.14,226684.81,83,59.01
P1576,Highway Expansion,Water Infra,Low,6954878,82,44,60,5.58,0.76,385,Feasible,1,,,2894.49,1073097.26,72,52.29,1430016.58,90,61.76,2702366.42,105,23.28,1323537.45,70,33.78,425860.28,48,48.9
P1577,Smart Solar Grid,Building,Medium,6895469,82,35,23,5.77,0.97,218,Not Feasible,2,,,2438.27,271715.88,22,32.6,916535.22,28,58.4,1893697.85,48,22.87,1986011.52,50,43.11,1827508.53,70,18.03
P1578,Urban Flyover,Bridge,Medium,6107031,68,71,21,1.66,0.97,569,Not Feasible,2,,,1097.27,533155.4,60,53.89,1085321.45,141,100.0,2729621.64,206,100.0,744209.03,68,45.45,1014723.47,93,26.08
P1579,Smart Solar Grid,Power Plant,Medium,3596874,52,58,86,4.03,0.98,213,Borderline,2,,,510.91,313682.99,30,49.69,439613.75,37,63.65,558630.59,38,35.09,1886024.29,70,78.31,398922.39,38,63.25
P1580,Dam Reinforcement,Water Infra,Medium,6927997,59,33,40,3.43,0.56,330,Feasible,2,,,3536.28,866551.59,51,36.05,1197471.93,68,44.43,3003294.4,104,22.79,1260692.26,66,29.61,599986.83,41,32.11
P1581,Dam Reinforcement,Power Plant,Medium,1558924,89,86,89,4.01,0.58,414,Not Feasible,2,,,176.42,131581.81,50,70.74,208426.88,76,90.24,234825.74,66,57.9,790707.22,172,100.0,193382.35,50,92.11
P1582,Highway Expansion,Bridge,Low,4881185,96,78,62,7.61,0.84,156,Borderline,1,,,765.54,327011.55,9,58.51,994944.91,41,100.0,2235533.07,59,100.0,690253.41,22,48.94,633442.05,25,26.32
P1583,Highway Expansion,Building,High,5373656,91,73,88,4.83,0.77,506,Feasible,3,,,1796.49,232418.29,32,62.84,822499.61,70,100.0,1313454.86,109,52.04,1807486.9,122,91.16,1197796.34,173,34.13
P1584,Highway Expansion,Building,Low,6004998,50,43,28,9.4,0.51,208,Not Feasible,1,,,2828.61,424043.17,19,36.46,940413.6,24,75.79,1706114.16,39,32.65,1954781.52,64,43.31,979645.55,61,26.79
P1585,Smart Solar Grid,Power Plant,Low,5012595,78,32,47,2.94,0.53,537,Feasible,1,,,695.16,273929.36,54,27.04,687125.28,81,36.14,827370.95,87,18.61,2623748.65,222,40.31,600420.76,93,37.9
P1586,Industrial Complex,Bridge,Low,3290435,99,91,45,4.16,0.94,374,Feasible,1,,,507.92,231247.9,19,74.56,736147.49,110,100.0,1418049.28,149,100.0,490095.17,43,56.84,414895.16,52,32.87
P1587,Industrial Complex,Power Plant,High,6166650,83,93,22,7.87,0.93,333,Borderline,3,,,791.3,482458.54,41,69.06,653159.93,56,95.56,963205.61,64,66.58,3282406.86,116,100.0,785419.07,55,100.0
P1588,Industrial Complex,Road,Medium,6109319,62,74,92,5.46,0.68,541,Feasible,2,,,13744.06,1550219.84,179,100.0,968843.85,84,100.0,1719945.24,122,66.7,615407.46,78,43.26,1254902.62,78,29.43
P1589,Dam Reinforcement,Building,High,6693075,50,87,68,5.47,0.95,133,Borderline,3,,,2265.27,413652.79,9,73.87,974745.66,17,100.0,1739940.62,29,64.53,1802948.78,37,100.0,1761787.16,41,43.98
P1590,Dam Reinforcement,Water Infra,Low,6193278,83,49,36,0.53,0.8,311,Feasible,1,,,2503.31,913859.87,58,58.82,1247284.07,65,66.27,2406115.92,97,31.63,1015408.19,58,36.81,610609.95,34,51.47
P1591,Industrial Complex,Water Infra,High,1431413,78,87,82,3.99,0.9,414,Feasible,3,,,607.97,165117.0,73,99.06,281595.01,95,100.0,599990.24,113,55.13,267243.12,79,69.57,117467.63,53,89.03
P1592,Highway Expansion,Water Infra,Low,2352564,97,86,74,2.71,0.71,301,Not Feasible,1,,,1036.05,341818.69,58,92.43,487516.73,74,100.0,881144.47,82,58.32,504919.66,52,73.03,137164.44,35,89.38
P1593,Urban Flyover,Bridge,Medium,3424050,96,97,42,9.99,0.56,249,Feasible,2,,,638.81,197426.73,24,72.27,826054.78,64,100.0,1424690.71,87,100.0,507169.67,37,69.12,468708.1,37,28.39
P1594,Industrial Complex,Bridge,Low,5165100,62,81,53,3.08,0.72,343,Feasible,1,,,1072.19,399893.23,27,62.78,1111953.09,110,100.0,2391426.89,120,100.0,603935.25,45,55.78,657891.54,41,24.58
P1595,Urban Flyover,Building,Medium,6145965,97,66,88,8.84,0.73,162,Not Feasible,2,,,2021.0,388326.86,12,56.96,677854.41,23,100.0,1743656.5,42,55.1,2180667.09,34,76.56,1155460.13,50,33.7
P1596,Industrial Complex,Bridge,Low,1863561,98,37,34,6.76,0.78,300,Feasible,1,,,391.51,118330.76,34,25.07,459304.63,71,64.43,794462.02,108,55.83,218814.0,45,22.65,272649.6,43,17.02
P1597,Urban Flyover,Road,Low,1302186,78,73,66,3.41,0.55,506,Not Feasible,1,,,2644.61,264645.57,164,100.0,208544.03,89,92.76,368122.21,112,60.11,168301.54,78,44.8,292572.65,63,38.81
P1598,Highway Expansion,Building,High,4207393,88,34,22,5.44,1.0,288,Not Feasible,3,,,1367.39,259716.32,15,32.5,713108.46,38,58.05,1103146.5,73,23.92,1321343.63,65,37.55,810078.1,96,17.99
P1599,Dam Reinforcement,Building,Medium,6489464,73,98,47,8.41,0.62,383,Feasible,2,,,2145.12,318935.29,34,81.97,1014187.68,48,100.0,1770223.72,72,75.22,1605388.11,112,100.0,1780729.19,117,44.36
P1600,Industrial Complex,Road,Low,4828464,75,60,22,8.83,0.6,593,Feasible,1,,,9116.69,1238388.08,200,100.0,886188.89,99,74.08,1148478.08,125,54.85,473107.12,83,37.21,1082301.82,85,31.88
P1601,Industrial Complex,Road,Medium,2026553,66,74,23,1.6,0.76,215,Not Feasible,2,,,6054.62,550355.26,74,100.0,293136.9,39,95.8,533424.37,45,58.6,229224.25,28,44.43,420412.22,30,48.2
P1602,Highway Expansion,Road,High,2235202,56,38,50,3.4,0.77,322,Not Feasible,3,,,6824.5,493194.36,105,64.73,415904.94,57,52.48,562013.1,71,32.73,282595.3,47,24.25,481494.29,42,15.81
P1603,Smart Solar Grid,Power Plant,Medium,1145271,62,61,64,3.35,0.72,566,Feasible,2,,,164.62,82419.47,76,53.2,155494.58,90,64.22,173973.53,86,39.1,606176.01,215,78.23,127207.41,99,70.24
P1604,Industrial Complex,Water Infra,High,3215685,54,62,78,0.42,0.89,440,Not Feasible,3,,,1280.33,434579.28,69,70.31,489457.04,89,85.38,1364530.04,136,40.33,635533.61,86,50.71,291585.03,59,63.27
P1605,Urban Flyover,Water Infra,High,6162756,75,96,64,5.98,0.76,454,Not Feasible,3,,,3327.65,828392.78,79,100.0,1037096.51,96,100.0,2500765.36,142,58.96,1235762.35,76,83.8,560739.0,61,93.23
P1606,Highway Expansion,Building,Medium,4743797,98,59,94,8.55,0.8,507,Feasible,2,,,1684.2,234272.94,37,48.79,792710.85,69,96.9,1290635.14,102,48.37,1126511.73,138,70.17,1299666.35,160,30.76
P1607,Smart Solar Grid,Road,Medium,2514542,52,58,56,3.82,0.86,187,Feasible,2,,,5919.68,586548.12,67,98.66,468538.47,34,70.67,637291.98,44,52.18,282643.92,19,33.04,539519.51,23,35.45
P1608,Industrial Complex,Bridge,Low,5180656,56,32,84,7.4,0.51,211,Feasible,1,,,1071.05,288333.79,18,23.42,1377312.28,54,54.29,2143115.01,82,50.1,601093.05,25,19.84,770801.88,32,12.36
P1609,Industrial Complex,Road,High,3930184,98,86,28,6.28,0.79,385,Not Feasible,3,,,10644.18,1039166.24,122,100.0,715070.37,80,100.0,911360.35,85,72.92,405378.7,45,53.49,859208.34,53,38.65
P1610,Dam Reinforcement,Building,Medium,1076898,88,59,36,3.76,0.94,450,Not Feasible,2,,,453.95,70107.04,45,55.71,159855.64,57,89.4,287017.93,92,44.79,299525.5,134,69.35,260391.9,122,35.73
P1611,Smart Solar Grid,Water Infra,High,4295097,50,38,84,1.41,0.51,297,Feasible,3,,,2296.04,532921.49,46,42.28,740272.47,62,51.55,1696828.74,91,27.29,873505.81,60,33.7,451568.48,38,35.17
P1612,Highway Expansion,Power Plant,Low,1288316,98,55,22,7.09,0.7,270,Feasible,1,,,165.58,121309.84,30,41.64,160577.78,48,61.27,223778.1,47,37.65,617324.31,111,70.9,165325.98,34,63.54
P1613,Urban Flyover,Road,Medium,3008954,66,31,45,8.55,0.96,436,Feasible,2,,,9243.53,716584.14,139,54.37,464323.03,70,40.5,801625.17,100,26.22,389240.51,62,20.34,637181.16,65,13.57
P1614,Industrial Complex,Water Infra,Medium,2829553,92,91,72,6.86,0.68,166,Feasible,2,,,1450.0,296097.43,26,100.0,519903.65,35,100.0,1112988.59,52,50.83,635705.47,32,84.41,264857.86,21,86.33
P1615,Highway Expansion,Building,High,5088657,74,32,50,0.18,0.73,122,Feasible,3,,,1742.89,371043.83,7,29.44,712727.91,13,56.32,1344061.21,29,19.81,1611919.93,33,35.35,1048904.12,41,19.08
P1616,Dam Reinforcement,Building,Medium,4041341,52,75,45,2.16,0.99,222,Not Feasible,2,,,1360.57,300852.76,19,74.28,551180.19,22,100.0,1069320.75,52,60.29,1353854.49,57,79.54,766132.81,72,31.66
P1617,Industrial Complex,Water Infra,Medium,2039504,64,97,42,0.69,0.6,392,Feasible,2,,,1000.54,281810.16,64,100.0,373246.55,83,100.0,735740.77,120,55.57,457066.79,73,84.81,191639.73,52,95.99
P1618,Smart Solar Grid,Water Infra,High,5087810,78,54,49,5.7,0.53,141,Feasible,3,,,2808.28,641415.13,26,62.43,907969.02,34,72.69,2151189.19,45,33.28,969448.36,21,48.92,417788.31,15,52.67
P1619,Highway Expansion,Road,Low,6927071,92,80,29,7.56,0.93,235,Not Feasible,1,,,10852.25,1491432.48,86,100.0,1156709.95,40,100.0,1803810.99,47,63.97,870139.76,33,50.94,1604977.82,29,35.85
P1620,Urban Flyover,Bridge,Medium,3105058,81,42,91,1.11,0.93,466,Feasible,2,,,614.2,243855.67,34,32.3,593335.39,127,72.92,1413878.45,187,63.62,478475.15,65,24.37,375513.35,54,16.79
P1621,Dam Reinforcement,Road,Low,5988023,75,73,83,8.38,0.74,519,Feasible,1,,,11696.09,1442465.42,166,100.0,992065.36,104,100.0,1639104.19,119,65.23,687751.47,60,38.4,1226636.56,69,34.56
P1622,Highway Expansion,Power Plant,High,5909384,65,64,41,5.56,0.76,583,Borderline,3,,,918.66,482393.64,84,53.69,651412.28,88,68.95,1143675.58,95,44.78,3043188.67,249,77.16,588713.82,67,75.41
P1623,Industrial Complex,Water Infra,High,2675843,74,84,34,6.9,0.92,223,Feasible,3,,,1177.7,406513.86,38,97.4,483963.05,49,100.0,992955.07,66,46.04,530590.49,41,78.99,261820.54,29,84.08
P1624,Urban Flyover,Power Plant,Low,1034701,77,38,75,9.71,0.87,378,Feasible,1,,,124.55,83846.32,47,28.81,131985.06,72,40.49,167766.55,67,26.5,526721.21,131,51.22,124381.86,61,42.98
P1625,Industrial Complex,Power Plant,Medium,4229028,58,31,93,0.84,0.63,427,Not Feasible,2,,,492.64,235643.6,49,24.81,502517.87,75,35.14,747889.16,70,19.06,2145994.56,154,41.59,596982.81,79,34.41
P1626,Industrial Complex,Bridge,Medium,2721610,50,90,39,9.01,0.51,486,Feasible,2,,,468.48,163022.06,36,73.67,684857.58,143,100.0,1107160.61,193,100.0,421909.73,60,65.78,344660.02,54,29.32
P1627,Smart Solar Grid,Road,High,3180712,78,70,66,1.26,0.74,536,Feasible,3,,,9754.16,838009.0,177,100.0,517040.91,105,97.21,747500.37,114,64.56,379725.13,73,32.98,698436.59,67,36.08
P1628,Smart Solar Grid,Building,High,3339767,71,73,72,3.93,0.93,417,Borderline,3,,,1324.2,204430.02,46,65.68,458949.82,64,100.0,937273.46,74,60.71,1086105.7,104,84.27,653008.01,129,37.84
P1629,Industrial Complex,Power Plant,Medium,3614235,65,93,72,8.51,0.95,249,Feasible,2,,,462.49,246747.22,25,75.8,436644.38,40,100.0,662817.59,39,61.64,1851345.82,102,100.0,416679.99,42,99.54
P1630,Dam Reinforcement,Power Plant,Low,1491036,90,60,20,9.06,0.98,414,Feasible,1,,,228.4,136114.43,49,48.98,195712.88,63,64.83,214719.08,63,40.21,784978.7,167,80.65,159510.92,72,65.33
P1631,Smart Solar Grid,Power Plant,High,1327304,93,76,21,5.06,0.94,421,Feasible,3,,,194.29,116594.96,65,62.98,189193.72,69,85.41,208997.01,69,46.77,625416.66,138,95.69,187101.65,80,89.16
P1632,Smart Solar Grid,Power Plant,Medium,3462616,90,31,77,5.94,0.79,167,Feasible,2,,,518.5,259075.17,16,23.23,413314.67,28,34.81,656663.3,29,20.87,1648496.46,65,38.33,485066.4,29,37.76
