Project_ID,Project_Name,Project_Type,Scope_Complexity,Estimated_Cost_USD,Resource_Allocation_Score,Risk_Assessment_Score,Environmental_Impact_Score,Historical_Cost_Deviation_%,Stakeholder_Priority_Score,Time_Estimate_Days,Feasibility_Label,Unnamed: 13,Unnamed: 14,Engineered_Area,Site_Prep_Planned_Cost,Site_Prep_Planned_Days,Site_Prep_Stage_Risk,Foundations_Planned_Cost,Foundations_Planned_Days,Foundations_Stage_Risk,Structure_Planned_Cost,Structure_Planned_Days,Structure_Stage_Risk,Systems_Planned_Cost,Systems_Planned_Days,Systems_Stage_Risk,Finishing_Planned_Cost,Finishing_Planned_Days,Finishing_Stage_Risk,Site_Prep_Actual_Cost,Site_Prep_Actual_Days,Foundations_Actual_Cost,Foundations_Actual_Days,Structure_Actual_Cost,Structure_Actual_Days,Systems_Actual_Cost,Systems_Actual_Days,Finishing_Actual_Cost,Finishing_Actual_Days,Actual_Cost_Total,Actual_Time_Total,Comp_High,Comp_Low,Comp_Medium
P2000,Urban Flyover,Water Infra,High,2960826,69,38,69,7.8,0.93,564,Feasible,,,1407.44,359638.56,98,45.24,560803.05,126,55.17,1318275.43,183,20.62,531553.37,90,33.56,190555.59,67,35.42,406712.87,111,640233.57,150,1455713.37,181,594412.88,96,213473.46,72,3310546.15,610,True,False,False
P2001,Highway Expansion,Power Plant,Medium,3844664,99,40,21,4.78,0.98,431,Feasible,,,580.61,223170.29,51,32.78,398504.8,70,41.16,719914.37,80,27.76,1978243.54,174,51.75,524831.0,56,46.56,236447.92,52,425639.91,75,759038.6,79,2134438.19,196,563475.34,62,4119039.96,464,False,False,True
P2002,Industrial Complex,Road,Low,3613275,87,92,74,4.3,0.61,513,Not Feasible,,,6799.46,757503.9,184,100.0,633498.49,79,100.0,1011398.22,120,81.58,435695.05,70,45.53,775179.35,60,50.23,839556.29,249,702118.68,107,1102181.44,151,458977.49,74,820273.87,65,3923107.77,646,False,True,False
P2003,Smart Solar Grid,Power Plant,Low,2378369,73,96,75,0.11,0.75,293,Borderline,,,324.05,183171.2,39,70.06,324512.33,44,100.0,358817.67,45,65.92,1229228.42,113,100.0,282639.38,52,100.0,188333.89,47,342994.41,60,367503.59,53,1299237.15,153,298736.65,70,2496805.69,383,False,True,False
P2004,Highway Expansion,Road,Medium,3423970,59,82,33,9.27,0.84,455,Feasible,,,5447.81,844587.27,150,100.0,569903.71,81,100.0,864540.71,116,72.22,444243.63,58,45.12,700694.68,50,43.13,998753.98,210,673931.06,113,996530.64,144,499124.25,63,785757.55,54,3954097.48,584,False,False,True
P2005,Dam Reinforcement,Power Plant,Low,3090212,81,68,25,6.03,0.62,228,Feasible,,,362.46,207442.06,32,58.4,427672.04,44,68.76,531051.91,48,44.69,1590269.52,74,85.6,333776.47,31,82.55,223448.67,36,465181.22,52,564619.07,51,1756999.74,94,367734.87,39,3377983.57,272,False,True,False
P2006,Highway Expansion,Bridge,Medium,6230852,64,85,80,2.03,0.8,322,Borderline,,,1161.73,441917.39,23,64.34,1337101.61,90,100.0,2919744.73,121,100.0,848230.96,43,51.5,683857.31,45,38.16,470126.18,28,1470110.75,126,3210188.43,169,891489.75,48,709614.93,47,6751530.04,418,False,False,True
P2007,Urban Flyover,Building,High,5171774,86,57,31,9.2,0.63,304,Feasible,,,2030.86,295545.07,18,48.01,731150.41,39,94.35,1427587.36,79,35.57,1751080.3,66,71.24,966410.85,101,35.83,339679.19,21,877491.2,55,1621294.67,85,2057181.66,85,1097817.33,109,5993464.05,355,True,False,False
P2008,Dam Reinforcement,Power Plant,Medium,3241984,69,68,32,9.15,0.67,410,Feasible,,,430.31,219529.08,54,57.46,403117.14,67,74.48,612137.93,58,45.1,1600074.48,167,91.13,407125.37,65,71.82,248043.25,63,462808.16,84,683563.0,63,1865469.3,225,466252.78,81,3726136.49,516,False,False,True
P2009,Highway Expansion,Road,High,1152999,52,54,38,9.89,0.72,447,Feasible,,,2526.2,280658.28,157,100.0,211656.3,83,71.81,278440.43,100,46.29,148853.46,62,27.21,233390.52,45,23.06,340879.21,228,250483.41,107,321672.8,114,168829.43,64,263641.81,45,1345506.66,558,True,False,False
P2010,Industrial Complex,Water Infra,Low,5542923,86,50,63,8.74,0.76,211,Not Feasible,,,2432.08,609054.72,35,58.88,913567.31,44,74.31,2596747.51,69,27.66,952784.32,33,39.4,470769.15,30,49.76,674516.1,40,1026501.13,53,2791055.3,66,1035777.75,34,516877.09,32,6044727.37,225,False,True,False
P2011,Industrial Complex,Water Infra,High,1061367,89,39,78,9.98,0.72,378,Feasible,,,518.32,116459.44,73,48.5,227380.93,81,54.88,476475.43,114,26.59,172137.89,67,29.72,68913.31,43,35.31,134666.0,84,264528.17,96,539451.45,117,195483.65,70,78684.35,46,1212813.62,413,True,False,False
P2012,Dam Reinforcement,Power Plant,Medium,1753315,57,72,56,2.45,0.75,441,Feasible,,,236.32,161878.53,55,54.74,204454.04,86,83.48,289472.68,83,43.74,886972.8,165,100.0,210536.95,52,76.95,171202.49,63,222122.22,112,302953.05,90,978314.3,231,227352.26,66,1901944.32,562,False,False,True
P2013,Smart Solar Grid,Power Plant,High,5600108,89,44,44,8.42,0.65,556,Feasible,,,780.77,499791.26,69,32.97,732009.39,94,46.62,902247.89,88,27.93,2873069.08,210,59.91,592990.38,95,52.58,561436.68,73,833163.24,107,1008588.09,91,3311612.23,256,678777.1,112,6393577.34,639,True,False,False
P2014,Dam Reinforcement,Power Plant,Medium,4005334,93,77,35,8.23,0.58,325,Feasible,,,657.18,308592.74,41,64.55,425588.07,56,83.24,654181.54,56,47.52,2067857.93,130,100.0,549113.72,42,89.67,348133.31,49,488548.79,73,726196.94,62,2410500.29,182,634090.28,56,4607469.61,422,False,False,True
P2015,Industrial Complex,Water Infra,High,3854190,72,50,57,2.31,0.52,171,Feasible,,,1500.53,473618.89,30,60.24,624543.26,42,66.8,1593542.48,48,30.96,824815.12,27,43.38,337670.25,23,48.62,515677.92,37,684212.28,53,1687138.72,50,883780.58,30,363627.12,27,4134436.62,197,True,False,False
P2016,Dam Reinforcement,Bridge,High,2284382,89,89,62,0.98,0.6,468,Not Feasible,,,431.45,161933.15,37,72.38,603566.64,137,100.0,917122.56,176,100.0,319711.1,51,58.52,282048.55,66,31.54,175826.06,48,672228.13,199,1021454.04,255,342653.8,62,294583.7,70,2506745.73,634,True,False,False
P2017,Urban Flyover,Power Plant,Medium,4853321,60,79,33,9.79,0.79,300,Borderline,,,722.48,262783.6,34,68.5,648507.36,57,90.47,907872.83,50,46.9,2376220.5,98,97.88,657936.7,61,91.25,301863.12,42,760266.58,77,1021803.74,55,2804651.36,136,771872.63,82,5660457.43,392,False,False,True
P2018,Urban Flyover,Water Infra,Low,6287618,95,52,25,2.96,0.89,557,Feasible,,,3065.27,923311.57,93,60.36,1185529.95,124,72.32,2692647.96,176,33.75,1138344.77,87,45.43,347783.76,76,48.13,970162.14,106,1259736.3,149,2758276.54,175,1179265.2,92,361216.15,82,6528656.33,604,False,True,False
P2019,Smart Solar Grid,Water Infra,Low,3654837,57,42,42,8.71,0.58,422,Feasible,,,1717.73,508441.19,75,46.56,671692.54,83,55.34,1413385.29,132,25.18,808104.57,75,37.84,253213.42,57,45.08,555987.07,80,740666.6,92,1513981.36,125,876310.07,76,276500.61,60,3963445.71,433,False,True,False
P2020,Dam Reinforcement,Power Plant,High,4484239,78,98,79,0.04,0.55,122,Feasible,,,730.89,413951.07,13,81.26,522034.75,23,100.0,709231.89,23,56.82,2307629.08,41,100.0,531392.21,21,100.0,449103.25,17,576181.29,33,752066.65,28,2546981.21,59,586509.33,30,4910841.73,167,True,False,False
P2021,Dam Reinforcement,Road,Low,2042377,79,33,31,0.21,0.87,568,Not Feasible,,,5463.68,500275.02,199,57.9,303801.26,100,41.89,553031.18,131,26.96,230474.97,69,21.61,454794.57,70,16.64,511653.4,224,306008.77,104,549067.29,126,227630.96,64,446997.29,63,2041357.71,581,False,True,False
P2022,Dam Reinforcement,Road,Low,5577033,59,38,32,4.66,0.65,518,Feasible,,,10324.27,1302454.64,171,61.94,962425.59,82,49.86,1498164.63,131,35.64,691988.14,66,24.35,1122000.0,68,18.21,1403295.34,196,1025144.41,89,1574181.67,132,719173.24,62,1159088.8,62,5880883.46,541,False,True,False
P2023,Dam Reinforcement,Building,Medium,4257181,88,64,25,2.39,0.98,203,Not Feasible,,,1411.08,317255.62,11,55.1,485642.68,21,100.0,1216676.12,46,55.5,1405318.16,57,76.07,832288.42,69,30.41,335841.0,13,535969.77,29,1288439.37,53,1517210.88,72,860428.29,70,4537889.31,237,False,False,True
P2024,Smart Solar Grid,Water Infra,Low,6262696,77,50,82,6.9,0.86,333,Borderline,,,3172.58,798664.32,60,58.01,1095494.54,75,67.91,2379844.69,103,33.46,1480633.65,57,40.24,508058.8,39,50.38,869465.58,68,1203769.15,89,2530699.77,102,1584818.39,59,549109.25,42,6737862.14,360,False,True,False
P2025,Industrial Complex,Building,Medium,6154048,98,87,57,5.66,0.66,153,Feasible,,,2479.74,442635.27,14,77.62,727588.62,19,100.0,1731514.22,30,64.54,1809301.88,42,91.82,1443008.02,48,53.52,494377.5,18,829517.64,27,1910447.41,36,2047430.27,57,1575645.71,55,6857418.53,193,False,False,True
P2026,Highway Expansion,Building,Medium,1923780,85,47,69,0.77,0.64,169,Borderline,,,880.48,135089.32,15,40.09,296340.86,24,84.68,559596.33,40,29.08,529622.6,34,55.05,403130.9,56,26.09,138664.8,16,317225.05,31,568327.02,40,551459.8,39,408230.88,55,1983907.55,181,False,False,True
P2027,Smart Solar Grid,Road,High,3866451,62,72,71,1.63,0.76,408,Feasible,,,6961.72,1043590.01,141,100.0,617374.63,75,100.0,946237.71,89,67.77,438812.6,44,40.81,820436.06,59,31.55,1177425.8,205,696550.19,109,1036308.16,112,468448.12,49,868052.47,62,4246784.74,537,True,False,False
P2028,Industrial Complex,Road,High,6659595,81,35,59,3.88,0.54,448,Not Feasible,,,14259.58,1369232.21,137,61.04,1249856.26,82,40.77,1704706.81,111,32.76,903005.14,65,22.94,1432794.58,53,17.5,1534143.51,168,1373636.93,91,1859114.89,118,975433.14,65,1539485.04,52,7281813.51,494,True,False,False
P2029,Industrial Complex,Bridge,High,3468152,85,96,27,1.86,0.56,378,Not Feasible,,,542.63,221349.6,24,66.97,768746.63,102,100.0,1613340.74,138,100.0,423568.95,56,65.62,441146.09,58,28.39,241238.31,30,863756.33,148,1812734.16,200,461043.4,70,463399.56,60,3842171.76,508,True,False,False
P2030,Industrial Complex,Water Infra,High,5407871,86,41,80,7.92,0.59,377,Not Feasible,,,2132.26,615340.14,59,49.67,799155.16,80,56.77,2245365.49,128,25.21,1253396.95,59,30.94,494613.25,51,42.4,700117.73,68,915407.84,96,2495185.98,130,1400635.3,62,558860.22,57,6070207.07,413,True,False,False
P2031,Dam Reinforcement,Bridge,High,2942811,75,41,27,4.16,0.89,507,Not Feasible,,,492.85,254861.46,30,33.47,536452.66,143,70.7,1326332.01,176,59.24,380310.87,75,27.52,444854.0,84,14.06,275101.57,32,599915.7,183,1467363.29,214,408150.23,77,471164.08,80,3221694.87,586,True,False,False
P2032,Smart Solar Grid,Power Plant,Low,1298090,71,95,53,0.93,0.76,391,Feasible,,,178.43,73619.05,53,73.04,184140.95,61,100.0,250347.87,68,64.6,617085.66,150,100.0,172896.48,58,100.0,76515.4,64,196194.04,83,258150.58,79,657477.47,203,184213.55,79,1372551.04,508,False,True,False
P2033,Industrial Complex,Bridge,Low,1317348,53,31,98,4.84,0.51,301,Feasible,,,207.85,101336.51,26,25.21,331698.74,92,53.36,527277.2,111,44.8,190176.66,34,22.92,166858.89,39,8.7,104530.02,25,351546.59,101,554286.63,117,195731.69,32,169345.48,34,1375440.41,309,False,True,False
P2034,Highway Expansion,Power Plant,Medium,6425838,80,44,79,0.91,0.84,152,Feasible,,,888.54,429243.33,20,33.66,751735.89,33,50.85,969449.44,27,27.44,3350337.76,53,57.5,925071.58,20,50.54,438492.35,21,780704.65,37,984379.1,27,3501464.45,61,960436.56,22,6665477.11,168,False,False,True
P2035,Highway Expansion,Building,High,2326283,67,52,76,1.29,0.71,384,Not Feasible,,,783.16,121383.42,38,44.52,267738.57,47,90.24,547283.93,94,38.1,811742.42,90,58.2,578134.65,115,28.94,128812.72,43,296562.12,66,577210.88,103,872707.33,109,604368.3,119,2479661.35,440,True,False,False
P2036,Urban Flyover,Water Infra,High,1092324,87,58,65,2.4,0.76,432,Feasible,,,432.46,134866.79,68,67.0,190206.97,101,83.23,453022.48,142,34.83,243164.0,76,47.28,71063.76,45,57.66,147751.96,86,211548.96,137,481340.67,152,261472.42,87,77171.7,54,1179285.71,516,True,False,False
P2037,Industrial Complex,Bridge,Medium,3320688,73,36,41,8.6,0.61,159,Feasible,,,551.98,216038.47,15,25.31,794414.27,44,63.11,1404711.22,56,53.11,484800.41,24,24.59,420723.63,20,13.89,235513.93,15,897957.02,52,1572863.73,64,528133.12,23,453542.57,18,3688010.37,172,False,False,True
P2038,Smart Solar Grid,Water Infra,Medium,2805808,72,57,59,9.25,0.78,427,Feasible,,,1511.15,397720.64,75,68.15,462868.7,99,78.61,1179410.13,133,37.64,477259.53,74,42.59,288549.01,46,58.01,454829.3,91,534515.52,126,1310236.29,139,532728.86,80,326849.2,53,3159159.17,489,False,False,True
P2039,Dam Reinforcement,Building,Medium,2320567,71,43,64,8.26,0.99,329,Feasible,,,972.4,119775.77,23,39.36,354000.93,37,72.02,636770.7,66,28.63,572148.49,93,52.81,637871.1,111,22.19,132003.65,24,402400.25,46,694533.52,66,638718.82,105,691377.93,107,2559034.17,348,False,False,True
P2040,Urban Flyover,Building,High,5220459,51,73,74,3.34,0.54,391,Feasible,,,1928.51,404019.73,33,71.57,719487.83,44,100.0,1517765.31,98,58.6,1583931.94,87,81.79,995254.19,129,30.58,449266.85,42,821291.63,64,1667315.43,119,1778118.64,117,1064380.68,135,5780373.23,477,True,False,False
P2041,Industrial Complex,Building,Medium,5536119,80,59,70,2.72,0.64,255,Feasible,,,1742.88,317526.36,27,49.92,925846.68,29,99.8,1386488.48,57,34.13,1597938.62,61,72.24,1308318.86,82,38.9,335666.58,30,1025238.47,40,1443655.29,59,1725139.43,76,1368546.17,87,5898245.94,292,False,False,True
P2042,Dam Reinforcement,Building,Low,6884059,60,61,24,5.49,0.62,206,Not Feasible,,,2751.98,364242.34,16,50.4,860296.07,27,100.0,1717639.14,36,44.33,2148586.93,52,68.79,1793294.53,75,35.99,388324.63,17,960484.64,37,1820620.72,38,2330746.88,62,1885632.2,76,7385809.07,230,False,True,False
P2043,Smart Solar Grid,Road,High,5015470,77,99,32,7.22,0.62,179,Not Feasible,,,14861.8,1251160.5,66,100.0,893893.34,31,100.0,1261067.71,38,78.12,510458.13,22,61.6,1098890.31,22,55.28,1500943.98,96,1072351.49,45,1482737.54,50,590989.56,27,1264680.51,26,5911703.08,244,True,False,False
P2044,Smart Solar Grid,Road,Low,5654798,95,35,47,9.93,0.69,283,Borderline,,,8696.98,1118414.52,103,61.91,981285.58,52,47.98,1569461.43,65,26.92,715693.87,28,18.81,1269942.61,35,19.39,1263608.2,118,1094133.56,56,1714783.07,62,775786.87,26,1377356.59,32,6225668.29,294,False,True,False
P2045,Urban Flyover,Building,High,4277419,81,56,99,1.32,0.91,122,Feasible,,,1342.49,236377.86,10,53.22,674142.41,13,90.53,1340653.52,28,43.86,1122600.6,33,56.66,903644.62,38,35.73,253151.08,12,747555.01,18,1423025.56,31,1206186.4,40,951695.72,41,4581613.77,142,True,False,False
P2046,Urban Flyover,Building,Low,4622138,54,53,81,0.49,0.96,134,Feasible,,,2194.17,230264.44,12,46.37,642875.86,16,86.81,1212118.57,23,44.81,1369889.77,39,52.96,1166989.36,45,34.04,232826.2,13,675150.26,21,1223776.54,24,1393853.7,43,1166068.15,45,4691674.85,146,False,True,False
P2047,Industrial Complex,Bridge,Medium,3540476,87,63,43,6.94,0.6,221,Feasible,,,778.47,280797.22,22,49.52,876901.02,54,100.0,1498287.53,91,92.67,426514.97,28,43.24,457975.26,26,18.96,308618.88,25,1010141.52,75,1714443.38,123,465969.48,30,488695.25,25,3987868.51,278,False,False,True
P2048,Dam Reinforcement,Water Infra,Low,5229011,59,69,26,8.32,0.77,374,Feasible,,,2250.02,641939.67,62,81.14,1039418.59,80,92.44,2295810.48,126,49.79,893814.93,61,54.88,358027.33,45,66.75,722945.99,78,1182817.6,105,2510545.92,136,982155.76,68,397840.08,53,5796305.35,440,False,True,False
P2049,Highway Expansion,Bridge,High,1937841,89,76,57,8.46,0.82,344,Not Feasible,,,323.87,139605.57,30,54.21,402357.04,90,100.0,831653.65,132,100.0,252265.55,43,53.32,311959.19,49,29.23,160035.44,36,481271.99,131,994767.25,191,288937.94,51,349137.52,51,2274150.14,460,True,False,False
P2050,Dam Reinforcement,Building,Medium,2567053,95,53,56,6.78,0.76,329,Feasible,,,996.2,163625.96,17,49.65,486677.26,42,89.12,705255.81,78,33.46,714766.36,85,65.59,496727.62,107,27.19,179630.42,19,554370.31,56,762295.79,80,796594.71,102,533644.78,106,2826536.01,363,False,False,True
P2051,Smart Solar Grid,Road,Medium,2916545,73,94,87,9.54,0.72,142,Feasible,,,4545.6,740786.29,47,100.0,444682.49,24,100.0,730546.48,30,80.2,367869.36,20,51.37,632660.38,22,52.08,877382.25,66,526678.92,34,849679.71,39,416439.98,23,716675.61,25,3386856.47,187,False,False,True
P2052,Smart Solar Grid,Power Plant,Medium,3843940,84,47,61,5.11,0.6,354,Not Feasible,,,588.82,325617.35,50,35.35,451172.74,69,50.0,610754.85,58,32.74,2012735.62,114,65.73,443659.44,63,51.18,346940.69,52,487520.25,77,649110.2,59,2207468.1,137,479940.42,71,4170979.66,396,False,False,True
P2053,Industrial Complex,Road,Low,5547603,93,73,24,9.14,0.74,250,Feasible,,,10917.18,1376219.4,82,100.0,974720.16,48,99.92,1410119.57,65,66.82,605038.68,27,42.42,1181505.19,28,33.43,1602599.0,111,1134973.06,65,1592544.57,76,667683.1,28,1292591.23,28,6290390.96,308,False,True,False
P2054,Highway Expansion,Road,Low,4932441,97,86,83,9.68,0.7,277,Not Feasible,,,8064.31,1196962.36,101,100.0,901472.98,43,100.0,1187047.47,65,74.48,522232.81,34,44.04,1124725.38,34,53.29,1396798.75,137,1051976.55,58,1353091.24,79,578418.2,36,1256768.01,37,5637052.75,347,False,True,False
P2055,Industrial Complex,Road,Medium,2207068,72,57,69,8.47,0.9,292,Feasible,,,4223.11,502149.72,95,100.0,364826.31,54,68.33,582629.03,76,46.37,273329.82,36,28.6,484133.13,31,37.68,588744.13,133,415424.64,66,649797.57,83,299663.75,36,535462.34,33,2489092.43,351,False,False,True
P2056,Smart Solar Grid,Power Plant,High,6716992,66,52,34,3.1,0.88,136,Feasible,,,942.48,460560.81,14,39.94,934227.19,28,59.35,1195247.0,29,34.66,3276767.48,50,71.21,850189.52,15,54.84,495380.74,15,1023613.08,34,1279084.31,31,3630480.38,64,927568.92,18,7356127.43,162,True,False,False
P2057,Smart Solar Grid,Building,High,5364406,50,63,92,1.96,0.57,489,Feasible,,,1913.19,280196.71,27,57.33,811677.54,63,100.0,1399787.59,123,42.08,1741691.55,111,68.08,1131052.6,165,37.36,303325.95,32,914138.92,91,1493479.22,137,1904631.72,140,1201291.17,179,5816866.98,579,True,False,False
P2058,Dam Reinforcement,Building,Medium,1394274,80,40,72,5.48,0.54,561,Feasible,,,513.33,45811.53,48,35.53,192815.83,72,71.8,329492.31,120,27.05,472668.52,138,44.89,353485.81,183,20.73,48988.18,50,213407.79,89,349454.55,119,510012.81,150,372594.72,175,1494458.05,583,False,False,True
P2059,Highway Expansion,Building,Low,5411589,80,64,44,4.53,0.95,433,Feasible,,,1904.31,328021.24,41,54.79,820641.9,57,100.0,1328382.55,89,38.8,1374815.03,102,76.01,1559728.27,144,40.85,347680.35,45,907107.06,77,1386651.34,91,1486526.83,125,1631357.95,149,5759323.53,487,False,True,False
P2060,Dam Reinforcement,Road,Medium,2386980,91,71,28,8.78,0.77,599,Not Feasible,,,7475.3,565279.12,197,100.0,343058.77,101,83.43,650118.74,146,63.15,312212.09,77,45.26,516311.28,78,35.03,666806.65,275,398578.32,132,741193.36,174,349959.94,84,573071.54,81,2729609.81,746,False,False,True
P2061,Dam Reinforcement,Water Infra,Low,2208052,91,57,57,1.0,0.93,485,Borderline,,,1146.12,319899.21,84,67.89,352388.55,99,76.04,1030234.03,160,40.15,356119.73,93,43.35,149410.48,49,57.57,331438.92,99,367886.65,121,1039670.42,165,360487.22,97,153304.18,55,2252787.39,537,False,True,False
P2062,Industrial Complex,Water Infra,Medium,3855994,83,53,41,2.58,0.53,304,Feasible,,,2027.87,531380.35,49,60.29,674956.94,72,72.58,1453217.98,87,31.2,850498.22,54,49.21,345940.52,41,51.71,566674.25,58,728130.27,90,1507221.19,88,897509.71,60,365932.31,46,4065467.73,342,False,False,True
P2063,Dam Reinforcement,Bridge,Low,6907440,58,37,68,7.52,0.76,510,Feasible,,,1339.22,414340.34,46,27.39,1813147.84,125,62.97,2798259.32,213,56.98,1063945.64,60,26.59,817746.87,66,11.07,439752.19,44,1990992.78,144,3055414.89,239,1128319.07,57,854113.48,58,7468592.41,542,False,True,False
P2064,Urban Flyover,Water Infra,Low,3947762,71,82,87,0.95,0.77,542,Not Feasible,,,1574.25,615879.99,105,94.23,653386.24,122,100.0,1528557.39,151,51.11,904806.7,105,76.23,245131.67,60,75.55,653791.34,139,697263.81,165,1558706.58,165,944703.13,129,255778.76,73,4110243.62,671,False,True,False
P2065,Urban Flyover,Road,Medium,3393293,62,33,34,3.21,0.93,453,Feasible,,,7561.03,778831.19,141,58.72,569887.01,90,41.51,863689.68,108,29.53,458881.97,64,20.37,722003.15,51,14.87,839031.8,164,603957.21,96,904796.07,108,476444.86,61,745595.84,47,3569825.78,476,False,False,True
P2066,Dam Reinforcement,Building,Medium,4040267,74,34,84,3.87,0.55,561,Feasible,,,1447.17,231293.47,50,29.71,404976.14,67,55.55,1161076.14,133,20.61,1383045.28,125,44.04,859875.97,186,20.09,242413.78,50,435098.17,77,1206145.01,127,1469713.02,136,892798.2,177,4246168.18,567,False,False,True
P2067,Highway Expansion,Water Infra,High,4842323,97,78,73,6.23,0.62,303,Feasible,,,2083.78,663846.81,56,100.0,995815.68,60,100.0,1993388.69,98,46.81,868263.87,53,59.72,321007.95,37,72.84,779090.37,81,1168688.91,87,2226317.66,112,981680.44,64,367432.89,48,5523210.27,392,True,False,False
P2068,Dam Reinforcement,Power Plant,Medium,2297076,67,59,49,1.58,0.7,262,Not Feasible,,,293.75,176781.65,33,46.01,299128.58,50,64.13,350316.74,45,40.8,1178268.95,107,81.25,292580.08,26,62.8,183852.53,36,316482.13,60,362513.99,48,1266680.68,138,309166.83,31,2438696.16,313,False,False,True
P2069,Smart Solar Grid,Power Plant,Medium,6933297,61,92,39,8.61,0.93,163,Borderline,,,924.83,603463.31,18,76.65,868532.66,31,100.0,1225334.66,28,59.79,3477276.4,62,100.0,758689.96,23,98.36,691126.46,23,1016274.31,43,1381359.26,33,4068778.1,87,886423.28,32,8043961.41,218,False,False,True
P2070,Smart Solar Grid,Building,Medium,2180887,89,76,52,4.48,0.97,131,Borderline,,,1030.17,147877.79,13,61.74,234324.79,18,100.0,574845.32,25,63.98,704972.46,31,94.29,518866.65,44,39.93,160680.17,15,263786.21,25,625929.8,30,789488.38,42,552205.88,47,2392090.44,159,False,False,True
P2071,Highway Expansion,Water Infra,Medium,2807610,66,55,96,9.17,1.0,127,Feasible,,,1550.86,311636.14,24,69.41,555291.26,28,75.5,1261927.18,35,34.04,456212.49,26,42.99,222542.94,14,53.05,356557.2,29,638952.25,35,1396075.1,36,509078.16,28,250726.34,16,3151389.05,144,False,False,True
P2072,Industrial Complex,Road,High,5439850,64,86,26,4.68,0.98,199,Borderline,,,11647.67,1165088.39,66,100.0,888252.95,37,100.0,1501895.04,42,75.19,719467.21,28,46.43,1165146.41,26,40.73,1360255.92,96,1037046.93,54,1713933.09,55,799079.98,32,1287026.95,29,6197342.87,266,True,False,False
P2073,Urban Flyover,Road,Medium,3748385,91,66,27,2.75,0.5,416,Feasible,,,8483.71,952664.82,139,100.0,589796.14,82,80.97,935495.45,93,57.31,452035.72,59,39.06,818392.86,44,41.29,1062537.73,194,646438.35,106,1002895.23,108,476238.97,62,864062.34,47,4052172.62,517,False,False,True
P2074,Urban Flyover,Water Infra,High,4715288,64,36,47,1.42,0.52,281,Not Feasible,,,2007.79,674076.27,48,40.31,830186.58,62,49.18,1939687.39,84,22.65,967178.83,45,32.58,304158.93,42,35.29,714237.39,53,887148.82,72,2020363.59,84,1017188.07,48,320725.4,45,4959663.27,302,True,False,False
P2075,Industrial Complex,Bridge,Medium,2924401,64,69,64,0.04,0.57,421,Feasible,,,603.67,218289.81,36,52.79,534943.26,124,100.0,1365260.4,141,99.91,369201.02,66,47.86,436706.51,54,31.17,225098.09,41,576364.22,173,1470852.93,197,378933.29,73,441079.16,55,3092327.69,539,False,False,True
P2076,Dam Reinforcement,Bridge,Medium,2896220,88,68,92,5.32,0.67,335,Feasible,,,581.8,229867.99,34,50.58,666509.11,83,100.0,1310030.78,127,100.0,355923.48,44,39.56,333888.65,47,24.91,249018.67,38,756002.19,116,1485930.39,177,381531.57,47,352867.5,46,3225350.32,424,False,False,True
P2077,Highway Expansion,Power Plant,Low,4138744,62,91,99,1.07,0.91,367,Feasible,,,534.75,334398.31,41,70.75,537033.56,56,100.0,751676.6,60,64.59,1968962.58,148,100.0,546672.95,62,100.0,347417.41,49,573183.31,76,776448.82,70,2101500.85,200,583471.56,84,4382021.95,479,False,True,False
P2078,Dam Reinforcement,Building,Medium,1146470,66,82,93,3.92,0.95,148,Not Feasible,,,506.51,85753.39,11,79.96,145373.09,22,100.0,366731.39,28,68.49,265552.75,34,85.84,283059.37,52,37.89,94219.08,14,162688.4,31,398656.12,34,293357.05,45,298888.19,55,1247808.84,179,False,False,True
P2079,Industrial Complex,Power Plant,High,2367223,81,33,30,5.89,0.59,391,Feasible,,,371.88,158736.97,54,25.0,234631.11,76,36.26,383525.95,79,22.79,1317617.81,136,44.24,272711.15,46,36.7,172740.61,55,258134.96,82,416460.4,79,1460771.44,153,300157.0,50,2608264.41,419,True,False,False
P2080,Highway Expansion,Building,Medium,2055146,58,54,50,2.76,0.81,252,Borderline,,,645.77,81465.59,20,45.05,341692.52,33,90.27,600923.62,51,37.35,521013.25,63,61.04,510051.02,85,36.28,85659.7,22,374830.41,44,627205.53,53,556218.99,74,531809.42,89,2175724.05,282,False,False,True
P2081,Urban Flyover,Building,Low,3428081,89,36,31,1.75,0.96,124,Feasible,,,1585.45,144069.44,8,35.05,486501.45,17,59.61,806604.03,31,29.11,1169670.09,32,39.95,821235.99,37,16.27,145814.46,8,504077.82,19,811688.87,30,1189441.94,33,816102.08,33,3467125.17,123,False,True,False
P2082,Urban Flyover,Building,High,4679126,69,57,97,7.75,0.73,363,Feasible,,,1778.22,195065.66,30,49.58,734472.85,41,90.6,1514444.13,74,46.27,1101945.25,115,65.3,1133198.1,103,33.26,221493.66,35,866575.03,57,1714201.84,84,1269979.98,144,1266719.29,110,5338969.8,430,True,False,False
P2083,Dam Reinforcement,Building,High,4644843,75,98,70,9.47,0.55,149,Feasible,,,1498.17,187936.63,16,99.47,739903.63,22,100.0,1102584.45,28,62.26,1658384.33,38,100.0,956033.96,46,52.93,227047.21,23,894312.26,32,1286956.99,34,2004468.4,55,1106099.41,54,5518884.27,198,True,False,False
